Store,Dept,Date,Weekly_Pred,IsHoliday
14.0,79.0,2012-10-26,31693.034959316254,False
14.0,80.0,2012-09-07,37505.16428184509,True
14.0,80.0,2012-09-14,33446.00502204895,False
14.0,80.0,2012-09-21,31645.798149108887,False
14.0,80.0,2012-09-28,31155.450901031494,False
14.0,80.0,2012-10-05,35792.94344520569,False
14.0,80.0,2012-10-12,32030.77100753784,False
14.0,80.0,2012-10-19,31451.018684387207,False
14.0,80.0,2012-10-26,31671.11615371704,False
14.0,81.0,2012-09-07,40691.242137908936,True
14.0,81.0,2012-09-14,32769.462431907654,False
14.0,81.0,2012-09-21,32370.788581848145,False
14.0,81.0,2012-09-28,30785.471762657166,False
14.0,81.0,2012-10-05,35819.854595184326,False
14.0,81.0,2012-10-12,31691.55588722229,False
14.0,81.0,2012-10-19,30676.347586631775,False
14.0,81.0,2012-10-26,31376.601209640503,False
14.0,82.0,2012-09-07,24808.5251455307,True
14.0,82.0,2012-09-14,22436.344751358032,False
14.0,82.0,2012-09-21,22517.042818069458,False
14.0,82.0,2012-09-28,22555.925172805786,False
14.0,82.0,2012-10-05,26636.55904197693,False
14.0,82.0,2012-10-12,24902.557726860046,False
14.0,82.0,2012-10-19,25892.55046081543,False
14.0,82.0,2012-10-26,25415.179785728455,False
14.0,83.0,2012-09-07,11983.936269760132,True
14.0,83.0,2012-09-14,8289.794951438904,False
14.0,83.0,2012-09-21,7714.676273822784,False
14.0,83.0,2012-09-28,7978.351445198059,False
14.0,83.0,2012-10-05,10499.230808734894,False
14.0,83.0,2012-10-12,7833.346445560455,False
14.0,83.0,2012-10-19,7478.955148220062,False
14.0,83.0,2012-10-26,6315.856221199036,False
14.0,85.0,2012-09-07,2249.617406219244,True
14.0,85.0,2012-09-14,1917.05485445261,False
14.0,85.0,2012-09-21,1840.105534940958,False
14.0,85.0,2012-09-28,1772.1321755349636,False
14.0,85.0,2012-10-05,1684.2564757168293,False
14.0,85.0,2012-10-12,1860.6317504942417,False
14.0,85.0,2012-10-19,1745.0021332204342,False
14.0,85.0,2012-10-26,1651.7773196399212,False
14.0,87.0,2012-09-07,17962.90573835373,True
14.0,87.0,2012-09-14,16843.7990026474,False
14.0,87.0,2012-09-21,17636.164457798004,False
14.0,87.0,2012-09-28,18884.767371177673,False
14.0,87.0,2012-10-05,18985.50768995285,False
14.0,87.0,2012-10-12,17499.891587257385,False
14.0,87.0,2012-10-19,17334.992217063904,False
14.0,87.0,2012-10-26,16548.30894136429,False
14.0,90.0,2012-09-07,112447.38055419922,True
14.0,90.0,2012-09-14,98365.83103179932,False
14.0,90.0,2012-09-21,95875.29377746582,False
14.0,90.0,2012-09-28,93882.90933227539,False
14.0,90.0,2012-10-05,109500.82958984375,False
14.0,90.0,2012-10-12,95165.55071258545,False
14.0,90.0,2012-10-19,94619.3981590271,False
14.0,90.0,2012-10-26,95995.05089569092,False
14.0,91.0,2012-09-07,91105.32523715496,True
14.0,91.0,2012-09-14,77689.22874206305,False
14.0,91.0,2012-09-21,75953.58741950989,False
14.0,91.0,2012-09-28,72993.69690233469,False
14.0,91.0,2012-10-05,98907.78382778168,False
14.0,91.0,2012-10-12,82941.8133354783,False
14.0,91.0,2012-10-19,78827.10733896494,False
14.0,91.0,2012-10-26,75898.64433890581,False
14.0,92.0,2012-09-07,194462.19452095032,True
14.0,92.0,2012-09-14,165803.44919204712,False
14.0,92.0,2012-09-21,161078.07969379425,False
14.0,92.0,2012-09-28,161561.89448833466,False
14.0,92.0,2012-10-05,203216.59101200104,False
14.0,92.0,2012-10-12,173868.1935892105,False
14.0,92.0,2012-10-19,169579.28781604767,False
14.0,92.0,2012-10-26,167840.14568805695,False
14.0,93.0,2012-09-07,71170.91962051392,True
14.0,93.0,2012-09-14,52090.71310424805,False
14.0,93.0,2012-09-21,51722.03229045868,False
14.0,93.0,2012-09-28,47928.12573719025,False
14.0,93.0,2012-10-05,66369.88962745667,False
14.0,93.0,2012-10-12,51869.347955703735,False
14.0,93.0,2012-10-19,49051.811584472656,False
14.0,93.0,2012-10-26,45989.55881977081,False
14.0,94.0,2012-09-07,54010.55647659302,True
14.0,94.0,2012-09-14,45393.88566207886,False
14.0,94.0,2012-09-21,45400.51814842224,False
14.0,94.0,2012-09-28,43386.986907958984,False
14.0,94.0,2012-10-05,49380.273317337036,False
14.0,94.0,2012-10-12,45139.71069145203,False
14.0,94.0,2012-10-19,44082.237854003906,False
14.0,94.0,2012-10-26,46071.33407020569,False
14.0,95.0,2012-09-07,138301.7500114441,True
14.0,95.0,2012-09-14,120109.37022018433,False
14.0,95.0,2012-09-21,116125.38526916504,False
14.0,95.0,2012-09-28,113933.18679046631,False
14.0,95.0,2012-10-05,131927.56213378906,False
14.0,95.0,2012-10-12,115592.0247001648,False
14.0,95.0,2012-10-19,110866.45194625854,False
14.0,95.0,2012-10-26,112732.54916763306,False
14.0,96.0,2012-10-12,1.422797838167753,False
14.0,97.0,2012-09-07,28308.36564064026,True
14.0,97.0,2012-09-14,21854.47549057007,False
14.0,97.0,2012-09-21,20757.61540031433,False
14.0,97.0,2012-09-28,19420.65696334839,False
14.0,97.0,2012-10-05,25590.626525878906,False
14.0,97.0,2012-10-12,20865.96000289917,False
14.0,97.0,2012-10-19,19510.657704353333,False
14.0,97.0,2012-10-26,19671.294799804688,False
14.0,98.0,2012-09-07,17052.730669021606,True
14.0,98.0,2012-09-14,14613.321079730988,False
14.0,98.0,2012-09-21,14178.298797130585,False
14.0,98.0,2012-09-28,14479.846418380737,False
14.0,98.0,2012-10-05,16518.72963142395,False
14.0,98.0,2012-10-12,15558.616505146027,False
14.0,98.0,2012-10-19,16100.251587867737,False
14.0,98.0,2012-10-26,18147.83485841751,False
14.0,99.0,2012-09-07,-188.380268573761,True
14.0,99.0,2012-09-14,-346.11755752563477,False
14.0,99.0,2012-10-05,-330.7773337364197,False
14.0,99.0,2012-10-12,-328.30024814605713,False
15.0,1.0,2012-09-07,9982.038163542747,True
15.0,1.0,2012-09-14,10511.931667089462,False
15.0,1.0,2012-09-21,10888.47155213356,False
15.0,1.0,2012-09-28,11396.487862110138,False
15.0,1.0,2012-10-05,13657.168174266815,False
15.0,1.0,2012-10-12,14974.522712111473,False
15.0,1.0,2012-10-19,18101.17740380764,False
15.0,1.0,2012-10-26,28781.183248877525,False
15.0,2.0,2012-09-07,27196.216639995575,True
15.0,2.0,2012-09-14,24134.14883875847,False
15.0,2.0,2012-09-21,24095.701644182205,False
15.0,2.0,2012-09-28,24000.214225769043,False
15.0,2.0,2012-10-05,25273.343332767487,False
15.0,2.0,2012-10-12,23801.242123365402,False
15.0,2.0,2012-10-19,23789.25370001793,False
15.0,2.0,2012-10-26,23509.94486117363,False
15.0,3.0,2012-09-07,28871.25063574314,True
15.0,3.0,2012-09-14,12572.559841156006,False
15.0,3.0,2012-09-21,7967.720794916153,False
15.0,3.0,2012-09-28,7259.132021188736,False
15.0,3.0,2012-10-05,7028.45344555378,False
15.0,3.0,2012-10-12,6509.929310321808,False
15.0,3.0,2012-10-19,6509.282014131546,False
15.0,3.0,2012-10-26,6465.435576081276,False
15.0,4.0,2012-09-07,14554.572888062801,True
15.0,4.0,2012-09-14,12932.117248727474,False
15.0,4.0,2012-09-21,12525.00283679762,False
15.0,4.0,2012-09-28,12534.07024886785,False
15.0,4.0,2012-10-05,13331.180176121183,False
15.0,4.0,2012-10-12,12493.426186922705,False
15.0,4.0,2012-10-19,12378.660051397048,False
15.0,4.0,2012-10-26,12387.173453465803,False
15.0,5.0,2012-09-07,8348.25419473648,True
15.0,5.0,2012-09-14,9565.232627868652,False
15.0,5.0,2012-09-21,9748.226499557495,False
15.0,5.0,2012-09-28,11502.786741256714,False
15.0,5.0,2012-10-05,13974.364612579346,False
15.0,5.0,2012-10-12,11558.566672325134,False
15.0,5.0,2012-10-19,13390.586256980896,False
15.0,5.0,2012-10-26,12240.273436069489,False
15.0,6.0,2012-09-07,1858.9284663200378,True
15.0,6.0,2012-09-14,1944.1351969242096,False
15.0,6.0,2012-09-21,1579.2990562915802,False
15.0,6.0,2012-09-28,1767.408720254898,False
15.0,6.0,2012-10-05,1727.9410207271576,False
15.0,6.0,2012-10-12,1893.3172099590302,False
15.0,6.0,2012-10-19,2254.9782586097717,False
15.0,6.0,2012-10-26,2096.236536502838,False
15.0,7.0,2012-09-07,13873.530595779419,True
15.0,7.0,2012-09-14,12695.93791770935,False
15.0,7.0,2012-09-21,12412.666172504425,False
15.0,7.0,2012-09-28,12665.327988624573,False
15.0,7.0,2012-10-05,13093.210127353668,False
15.0,7.0,2012-10-12,13759.455417633057,False
15.0,7.0,2012-10-19,17447.038001060486,False
15.0,7.0,2012-10-26,17261.918703079224,False
15.0,8.0,2012-09-07,20985.779032945633,True
15.0,8.0,2012-09-14,20038.62268614769,False
15.0,8.0,2012-09-21,19974.135053873062,False
15.0,8.0,2012-09-28,19879.589921951294,False
15.0,8.0,2012-10-05,21314.591366052628,False
15.0,8.0,2012-10-12,20077.384675502777,False
15.0,8.0,2012-10-19,20869.15275645256,False
15.0,8.0,2012-10-26,20672.453116178513,False
15.0,9.0,2012-09-07,16621.72637987137,True
15.0,9.0,2012-09-14,14659.48120689392,False
15.0,9.0,2012-09-21,15333.03938293457,False
15.0,9.0,2012-09-28,18890.12193632126,False
15.0,9.0,2012-10-05,16438.22638130188,False
15.0,9.0,2012-10-12,17548.387284755707,False
15.0,9.0,2012-10-19,13103.29644536972,False
15.0,9.0,2012-10-26,12264.59537935257,False
15.0,10.0,2012-09-07,11044.837527275085,True
15.0,10.0,2012-09-14,10643.46011018753,False
15.0,10.0,2012-09-21,10775.633284568787,False
15.0,10.0,2012-09-28,10586.928004741669,False
15.0,10.0,2012-10-05,11515.963517904282,False
15.0,10.0,2012-10-12,10988.974416971207,False
15.0,10.0,2012-10-19,10767.897858142853,False
15.0,10.0,2012-10-26,11302.408537626266,False
15.0,11.0,2012-09-07,14153.100048065186,True
15.0,11.0,2012-09-14,11967.708371162415,False
15.0,11.0,2012-09-21,11926.811022758484,False
15.0,11.0,2012-09-28,11644.00133895874,False
15.0,11.0,2012-10-05,14126.171946525574,False
15.0,11.0,2012-10-12,13039.32113456726,False
15.0,11.0,2012-10-19,14024.351567268372,False
15.0,11.0,2012-10-26,13935.308663368225,False
15.0,12.0,2012-09-07,4487.718353152275,True
15.0,12.0,2012-09-14,4165.372098207474,False
15.0,12.0,2012-09-21,4061.5696576833725,False
15.0,12.0,2012-09-28,3967.223928809166,False
15.0,12.0,2012-10-05,3747.972224831581,False
15.0,12.0,2012-10-12,3798.9714111089706,False
15.0,12.0,2012-10-19,3539.046051502228,False
15.0,12.0,2012-10-26,3470.7667033672333,False
15.0,13.0,2012-09-07,20990.425902843475,True
15.0,13.0,2012-09-14,18774.246952533722,False
15.0,13.0,2012-09-21,18108.859963417053,False
15.0,13.0,2012-09-28,18639.766075611115,False
15.0,13.0,2012-10-05,19756.754685878754,False
15.0,13.0,2012-10-12,18045.07637500763,False
15.0,13.0,2012-10-19,17984.344369888306,False
15.0,13.0,2012-10-26,17732.45928287506,False
15.0,14.0,2012-09-07,11397.380821704865,True
15.0,14.0,2012-09-14,10331.807445049286,False
15.0,14.0,2012-09-21,9859.334620475769,False
15.0,14.0,2012-09-28,10014.881657600403,False
15.0,14.0,2012-10-05,11092.130926132202,False
15.0,14.0,2012-10-12,10542.939546585083,False
15.0,14.0,2012-10-19,10733.031868934631,False
15.0,14.0,2012-10-26,10988.714853286743,False
15.0,16.0,2012-09-07,8442.551775932312,True
15.0,16.0,2012-09-14,5816.501907348633,False
15.0,16.0,2012-09-21,5128.207314491272,False
15.0,16.0,2012-09-28,4404.114644050598,False
15.0,16.0,2012-10-05,3046.4367713928223,False
15.0,16.0,2012-10-12,3725.2456274032593,False
15.0,16.0,2012-10-19,2328.645270347595,False
15.0,16.0,2012-10-26,2632.5575666427612,False
15.0,17.0,2012-09-07,11627.693973958492,True
15.0,17.0,2012-09-14,10559.304194867611,False
15.0,17.0,2012-09-21,10715.398701429367,False
15.0,17.0,2012-09-28,10525.790881156921,False
15.0,17.0,2012-10-05,11466.111783146858,False
15.0,17.0,2012-10-12,10446.680819630623,False
15.0,17.0,2012-10-19,10446.486766278744,False
15.0,17.0,2012-10-26,10399.678126752377,False
15.0,18.0,2012-09-07,-83.40036848187447,True
15.0,18.0,2012-09-14,569.4040515422821,False
15.0,18.0,2012-09-21,2664.215333431959,False
15.0,18.0,2012-09-28,4438.298686802387,False
15.0,18.0,2012-10-05,5017.1104227006435,False
15.0,18.0,2012-10-12,4639.558722317219,False
15.0,18.0,2012-10-19,5889.912911355495,False
15.0,18.0,2012-10-26,12791.506048709154,False
15.0,19.0,2012-09-07,1130.9781852066517,True
15.0,19.0,2012-09-14,1107.621110379696,False
15.0,19.0,2012-09-21,1154.3888652920723,False
15.0,19.0,2012-09-28,1120.3670925199986,False
15.0,19.0,2012-10-05,1216.4058866500854,False
15.0,19.0,2012-10-12,1193.6838448643684,False
15.0,19.0,2012-10-19,1228.0665301680565,False
15.0,19.0,2012-10-26,1382.0422747731209,False
15.0,20.0,2012-09-07,4114.450709581375,True
15.0,20.0,2012-09-14,3879.4302307367325,False
15.0,20.0,2012-09-21,3791.9686757326126,False
15.0,20.0,2012-09-28,3860.744795203209,False
15.0,20.0,2012-10-05,4195.668896436691,False
15.0,20.0,2012-10-12,3571.9386291503906,False
15.0,20.0,2012-10-19,3627.62882232666,False
15.0,20.0,2012-10-26,3430.14864051342,False
15.0,21.0,2012-09-07,2895.5267721414566,True
15.0,21.0,2012-09-14,2723.509901404381,False
15.0,21.0,2012-09-21,2581.791043996811,False
15.0,21.0,2012-09-28,2673.5352506637573,False
15.0,21.0,2012-10-05,2856.5568311214447,False
15.0,21.0,2012-10-12,2824.804146051407,False
15.0,21.0,2012-10-19,2762.2853696346283,False
15.0,21.0,2012-10-26,2824.1027143001556,False
15.0,22.0,2012-09-07,8298.004100322723,True
15.0,22.0,2012-09-14,7617.604454040527,False
15.0,22.0,2012-09-21,7488.595777750015,False
15.0,22.0,2012-09-28,7659.0912272930145,False
15.0,22.0,2012-10-05,8786.873373508453,False
15.0,22.0,2012-10-12,7954.380187511444,False
15.0,22.0,2012-10-19,7816.018034696579,False
15.0,22.0,2012-10-26,7526.629108428955,False
15.0,23.0,2012-09-07,21402.80212879181,True
15.0,23.0,2012-09-14,17974.20532131195,False
15.0,23.0,2012-09-21,17916.251361846924,False
15.0,23.0,2012-09-28,17224.118334770203,False
15.0,23.0,2012-10-05,23345.939516067505,False
15.0,23.0,2012-10-12,19287.57583618164,False
15.0,23.0,2012-10-19,21678.6480550766,False
15.0,23.0,2012-10-26,22120.286440849304,False
15.0,24.0,2012-09-07,7958.781082987785,True
15.0,24.0,2012-09-14,4365.900716543198,False
15.0,24.0,2012-09-21,3812.859857916832,False
15.0,24.0,2012-09-28,3695.8001277446747,False
15.0,24.0,2012-10-05,5313.613538742065,False
15.0,24.0,2012-10-12,3773.815095305443,False
15.0,24.0,2012-10-19,4639.673646211624,False
15.0,24.0,2012-10-26,4396.370205163956,False
15.0,25.0,2012-09-07,9324.516585439444,True
15.0,25.0,2012-09-14,7621.9229490458965,False
15.0,25.0,2012-09-21,7169.04200142622,False
15.0,25.0,2012-09-28,7991.237134903669,False
15.0,25.0,2012-10-05,9729.00529947877,False
15.0,25.0,2012-10-12,7982.430546790361,False
15.0,25.0,2012-10-19,9261.2706156075,False
15.0,25.0,2012-10-26,8686.86479267478,False
15.0,26.0,2012-09-07,5378.054646968842,True
15.0,26.0,2012-09-14,5345.099654912949,False
15.0,26.0,2012-09-21,5313.289199233055,False
15.0,26.0,2012-09-28,4903.1514711380005,False
15.0,26.0,2012-10-05,6246.582806587219,False
15.0,26.0,2012-10-12,5611.833878993988,False
15.0,26.0,2012-10-19,5564.096380114555,False
15.0,26.0,2012-10-26,5536.663940548897,False
15.0,27.0,2012-09-07,1518.3487756848335,True
15.0,27.0,2012-09-14,1182.970950961113,False
15.0,27.0,2012-09-21,1283.4156503081322,False
15.0,27.0,2012-09-28,1242.733114182949,False
15.0,27.0,2012-10-05,1702.6443900465965,False
15.0,27.0,2012-10-12,1571.2781314849854,False
15.0,27.0,2012-10-19,1785.191953241825,False
15.0,27.0,2012-10-26,1765.4824033975601,False
15.0,28.0,2012-09-07,439.3654075562954,True
15.0,28.0,2012-09-14,586.2963334023952,False
15.0,28.0,2012-09-21,642.7871316969395,False
15.0,28.0,2012-09-28,683.1658563911915,False
15.0,28.0,2012-10-05,910.9364312887192,False
15.0,28.0,2012-10-12,791.9310904443264,False
15.0,28.0,2012-10-19,1012.4012831747532,False
15.0,28.0,2012-10-26,1318.212120771408,False
15.0,29.0,2012-09-07,4124.684269234538,True
15.0,29.0,2012-09-14,3838.0228126347065,False
15.0,29.0,2012-09-21,3765.185631722212,False
15.0,29.0,2012-09-28,3747.360087379813,False
15.0,29.0,2012-10-05,4125.510090768337,False
15.0,29.0,2012-10-12,3942.0414401590824,False
15.0,29.0,2012-10-19,4226.770185664296,False
15.0,29.0,2012-10-26,4501.452347099781,False
15.0,30.0,2012-09-07,3239.0754392156377,True
15.0,30.0,2012-09-14,2621.7152423057705,False
15.0,30.0,2012-09-21,2540.3492385791615,False
15.0,30.0,2012-09-28,2393.469450322911,False
15.0,30.0,2012-10-05,2596.2857682053,False
15.0,30.0,2012-10-12,2423.5377228828147,False
15.0,30.0,2012-10-19,2461.649231580086,False
15.0,30.0,2012-10-26,2551.3179713254794,False
15.0,31.0,2012-09-07,3644.5431666895747,True
15.0,31.0,2012-09-14,1829.8348796740174,False
15.0,31.0,2012-09-21,1591.2383364140987,False
15.0,31.0,2012-09-28,1906.0116532742977,False
15.0,31.0,2012-10-05,2029.4951354116201,False
15.0,31.0,2012-10-12,1814.3226029500365,False
15.0,31.0,2012-10-19,1996.1661410927773,False
15.0,31.0,2012-10-26,2132.3979620337486,False
15.0,32.0,2012-09-07,4143.345875740051,True
15.0,32.0,2012-09-14,3642.9449591636658,False
15.0,32.0,2012-09-21,3494.956344604492,False
15.0,32.0,2012-09-28,3727.6163580417633,False
15.0,32.0,2012-10-05,3541.8233530521393,False
15.0,32.0,2012-10-12,3541.3476090431213,False
15.0,32.0,2012-10-19,3524.60311126709,False
15.0,32.0,2012-10-26,3685.7798430919647,False
15.0,33.0,2012-09-07,6383.833077251911,True
15.0,33.0,2012-09-14,3813.6945202350616,False
15.0,33.0,2012-09-21,3382.5660754442215,False
15.0,33.0,2012-09-28,2772.8255289793015,False
15.0,33.0,2012-10-05,4087.1604321599007,False
15.0,33.0,2012-10-12,3554.19069480896,False
15.0,33.0,2012-10-19,4023.3383977413177,False
15.0,33.0,2012-10-26,4533.446473836899,False
15.0,34.0,2012-09-07,10902.819754838943,True
15.0,34.0,2012-09-14,10110.549830198288,False
15.0,34.0,2012-09-21,10231.466575622559,False
15.0,34.0,2012-09-28,9466.322082519531,False
15.0,34.0,2012-10-05,11346.359049797058,False
15.0,34.0,2012-10-12,9863.262234449387,False
15.0,34.0,2012-10-19,10807.95837855339,False
15.0,34.0,2012-10-26,10879.154988765717,False
15.0,35.0,2012-09-07,2582.230217218399,True
15.0,35.0,2012-09-14,2683.60937166214,False
15.0,35.0,2012-09-21,2644.9560210704803,False
15.0,35.0,2012-09-28,2369.512904405594,False
15.0,35.0,2012-10-05,2834.264554977417,False
15.0,35.0,2012-10-12,2615.033527135849,False
15.0,35.0,2012-10-19,2865.5947024822235,False
15.0,35.0,2012-10-26,2499.5638365745544,False
15.0,36.0,2012-09-07,609.7626902908087,True
15.0,36.0,2012-09-14,817.9533403068781,False
15.0,36.0,2012-09-21,878.3525561094284,False
15.0,36.0,2012-09-28,738.9381314516068,False
15.0,36.0,2012-10-05,1355.4244872182608,False
15.0,36.0,2012-10-12,1139.2186383605003,False
15.0,36.0,2012-10-19,1323.699849769473,False
15.0,36.0,2012-10-26,1526.301610738039,False
15.0,38.0,2012-09-07,49902.9589240551,True
15.0,38.0,2012-09-14,51150.13709759712,False
15.0,38.0,2012-09-21,51155.39420461655,False
15.0,38.0,2012-09-28,55959.17848086357,False
15.0,38.0,2012-10-05,52804.35264468193,False
15.0,38.0,2012-10-12,51873.303597688675,False
15.0,38.0,2012-10-19,51343.66343188286,False
15.0,38.0,2012-10-26,50369.48463129997,False
15.0,40.0,2012-09-07,30748.765035629272,True
15.0,40.0,2012-09-14,30571.25199985504,False
15.0,40.0,2012-09-21,30812.946024894714,False
15.0,40.0,2012-09-28,30729.960055351257,False
15.0,40.0,2012-10-05,31804.780527114868,False
15.0,40.0,2012-10-12,30124.294942855835,False
15.0,40.0,2012-10-19,31027.045722961426,False
15.0,40.0,2012-10-26,29684.215043067932,False
15.0,41.0,2012-09-07,2470.9119843244553,True
15.0,41.0,2012-09-14,2680.5910192728043,False
15.0,41.0,2012-09-21,2777.845199584961,False
15.0,41.0,2012-09-28,2285.843833208084,False
15.0,41.0,2012-10-05,2271.855546593666,False
15.0,41.0,2012-10-12,2088.5492737293243,False
15.0,41.0,2012-10-19,2074.2719662189484,False
15.0,41.0,2012-10-26,1958.7984201908112,False
15.0,42.0,2012-09-07,4481.192641079426,True
15.0,42.0,2012-09-14,3972.071238309145,False
15.0,42.0,2012-09-21,4288.616043075919,False
15.0,42.0,2012-09-28,3974.5859632343054,False
15.0,42.0,2012-10-05,4265.061516880989,False
15.0,42.0,2012-10-12,4392.045453116298,False
15.0,42.0,2012-10-19,4326.715710029006,False
15.0,42.0,2012-10-26,4334.509553536773,False
15.0,44.0,2012-09-07,3519.363592684269,True
15.0,44.0,2012-09-14,3339.406045496464,False
15.0,44.0,2012-09-21,3377.0834040641785,False
15.0,44.0,2012-09-28,3501.6583771705627,False
15.0,44.0,2012-10-05,3609.459485769272,False
15.0,44.0,2012-10-12,3410.049102783203,False
15.0,44.0,2012-10-19,3647.2609755396843,False
15.0,44.0,2012-10-26,4094.6848542690277,False
15.0,46.0,2012-09-07,11136.53128194809,True
15.0,46.0,2012-09-14,10571.129346728325,False
15.0,46.0,2012-09-21,10435.091461062431,False
15.0,46.0,2012-09-28,10540.398165464401,False
15.0,46.0,2012-10-05,11165.731099843979,False
15.0,46.0,2012-10-12,10793.989597558975,False
15.0,46.0,2012-10-19,10903.866317391396,False
15.0,46.0,2012-10-26,11124.985196590424,False
15.0,49.0,2012-09-07,8164.845389842987,True
15.0,49.0,2012-09-14,10774.914467573166,False
15.0,49.0,2012-09-21,8584.905274629593,False
15.0,49.0,2012-09-28,8014.546274900436,False
15.0,49.0,2012-10-05,8998.12912607193,False
15.0,49.0,2012-10-12,8845.803020954132,False
15.0,49.0,2012-10-19,8132.109181404114,False
15.0,49.0,2012-10-26,6923.716548442841,False
15.0,50.0,2012-09-07,1902.1919858753681,True
15.0,50.0,2012-09-14,2252.720149502158,False
15.0,50.0,2012-09-21,2715.1984282135963,False
15.0,50.0,2012-09-28,2083.6886241436005,False
15.0,50.0,2012-10-05,1918.7355456799269,False
15.0,50.0,2012-10-12,1772.029241040349,False
15.0,50.0,2012-10-19,1976.3259869515896,False
15.0,50.0,2012-10-26,1886.691952854395,False
15.0,52.0,2012-09-07,1441.819113779813,True
15.0,52.0,2012-09-14,1400.0647561214864,False
15.0,52.0,2012-09-21,1530.4830607920885,False
15.0,52.0,2012-09-28,1481.3645660057664,False
15.0,52.0,2012-10-05,1645.2679590024054,False
15.0,52.0,2012-10-12,1556.9426832683384,False
15.0,52.0,2012-10-19,1526.3687599524856,False
15.0,52.0,2012-10-26,1713.9822762049735,False
15.0,54.0,2012-09-07,-2.1993678212165833,True
15.0,54.0,2012-10-05,-21.367307096719742,False
15.0,54.0,2012-10-12,-6.287556514143944,False
15.0,54.0,2012-10-19,-16.5797857940197,False
15.0,55.0,2012-09-07,3390.4621391892433,True
15.0,55.0,2012-09-14,3476.9001095294952,False
15.0,55.0,2012-09-21,3301.6789993047714,False
15.0,55.0,2012-09-28,3039.738271355629,False
15.0,55.0,2012-10-05,3418.0441564917564,False
15.0,55.0,2012-10-12,3167.660367131233,False
15.0,55.0,2012-10-19,4244.370448410511,False
15.0,55.0,2012-10-26,5066.6284229159355,False
15.0,56.0,2012-09-07,2557.704609632492,True
15.0,56.0,2012-09-14,2461.264635324478,False
15.0,56.0,2012-09-21,2487.345114707947,False
15.0,56.0,2012-09-28,2272.607820391655,False
15.0,56.0,2012-10-05,1804.34850025177,False
15.0,56.0,2012-10-12,1705.1513540744781,False
15.0,56.0,2012-10-19,879.1529251337051,False
15.0,56.0,2012-10-26,651.7532924413681,False
15.0,58.0,2012-09-07,491.8853366076946,True
15.0,58.0,2012-09-14,588.4460396170616,False
15.0,58.0,2012-09-21,640.2317811250687,False
15.0,58.0,2012-10-05,617.8243032693863,False
15.0,58.0,2012-10-12,399.3593179881573,False
15.0,58.0,2012-10-19,581.5472701787949,False
15.0,58.0,2012-10-26,286.5370570421219,False
15.0,59.0,2012-09-07,65.79100769758224,True
15.0,59.0,2012-09-14,59.122512340545654,False
15.0,59.0,2012-09-21,67.6337479352951,False
15.0,59.0,2012-09-28,61.635721027851105,False
15.0,59.0,2012-10-05,41.97611653804779,False
15.0,59.0,2012-10-12,47.86628931760788,False
15.0,59.0,2012-10-19,63.285953998565674,False
15.0,59.0,2012-10-26,105.15196150541306,False
15.0,60.0,2012-09-07,147.42777404934168,True
15.0,60.0,2012-09-14,120.12663081288338,False
15.0,60.0,2012-09-21,110.63145341724157,False
15.0,60.0,2012-09-28,121.70377147197723,False
15.0,60.0,2012-10-05,117.30917631834745,False
15.0,60.0,2012-10-12,77.54005353152752,False
15.0,60.0,2012-10-19,73.69801265746355,False
15.0,60.0,2012-10-26,116.56782730668783,False
15.0,67.0,2012-09-07,4219.816851258278,True
15.0,67.0,2012-09-14,4202.286219596863,False
15.0,67.0,2012-09-21,4186.114916205406,False
15.0,67.0,2012-09-28,4102.279327630997,False
15.0,67.0,2012-10-05,4577.453493356705,False
15.0,67.0,2012-10-12,4666.1125720739365,False
15.0,67.0,2012-10-19,4763.366938948631,False
15.0,67.0,2012-10-26,5154.8519921302795,False
15.0,71.0,2012-09-07,3749.6433918476105,True
15.0,71.0,2012-09-14,3488.7394042015076,False
15.0,71.0,2012-09-21,3296.1688282489777,False
15.0,71.0,2012-09-28,3310.7612006664276,False
15.0,71.0,2012-10-05,3482.5806666612625,False
15.0,71.0,2012-10-12,3175.6383522748947,False
15.0,71.0,2012-10-19,3285.3098002672195,False
15.0,71.0,2012-10-26,3245.3088960647583,False
15.0,72.0,2012-09-07,27587.02420067787,True
15.0,72.0,2012-09-14,26581.665583372116,False
15.0,72.0,2012-09-21,22751.534277915955,False
15.0,72.0,2012-09-28,25660.060065746307,False
15.0,72.0,2012-10-05,26093.572146177292,False
15.0,72.0,2012-10-12,23224.535947561264,False
15.0,72.0,2012-10-19,32077.25833106041,False
15.0,72.0,2012-10-26,29745.26508617401,False
15.0,74.0,2012-09-07,16510.408027648926,True
15.0,74.0,2012-09-14,13661.557371258736,False
15.0,74.0,2012-09-21,12754.210667610168,False
15.0,74.0,2012-09-28,12570.86813735962,False
15.0,74.0,2012-10-05,12977.337574243546,False
15.0,74.0,2012-10-12,12555.732767224312,False
15.0,74.0,2012-10-19,12294.089940428734,False
15.0,74.0,2012-10-26,11894.073534369469,False
15.0,79.0,2012-09-07,7980.181226730347,True
15.0,79.0,2012-09-14,7701.554224848747,False
15.0,79.0,2012-09-21,7602.477270364761,False
15.0,79.0,2012-09-28,7574.018195986748,False
15.0,79.0,2012-10-05,7807.805245637894,False
15.0,79.0,2012-10-12,7539.025128483772,False
15.0,79.0,2012-10-19,7476.204360604286,False
15.0,79.0,2012-10-26,7223.508488535881,False
15.0,80.0,2012-09-07,70.81100450456142,True
